entity,medgen_cui,omim_mim,genes,n_genes,inheritance_class,mechanism_class,organ_system_hint,in_scope,exclusion_reason,provenance
Amyotrophic lateral sclerosis type 10,C2677565,612069,TARDBP,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 11,C2675491,612577,FIG4,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 12,C3150692,613435,OPTN,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 15,C3275459,300857,UBQLN2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 16,C3280587,614373,SIGMAR1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 18,C3553719,614808,PFN1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 19,C3715155,615515,ERBB4,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Amyotrophic lateral sclerosis type 2, juvenile",C1859807,205100,ALS2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 20,C3715156,615426,HNRNPA1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 21,C3807521,606070,MATR3,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 22,C4015512,616208,TUBA4A,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 23,C4693381,617839,ANXA11,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 4,C1865409,602433,SETX,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 5,C1865864,602099,SPG11,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 6,C2931786,608030,FUS,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 8,C1837728,608627,VAPB,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis type 9,C2678468,611895,ANG,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Amyotrophic lateral sclerosis, susceptibility to, 24",C4693523,617892,NEK1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Amyotrophic lateral sclerosis, susceptibility to, 25",C4693609,617921,KIF5A,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic lateral sclerosis-parkinsonism-dementia complex,C0543859,105500,TRPM7,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Amyotrophic neuralgia,C1834304,162100,SEPTIN9,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Angelman syndrome,C0162635,105830,UBE3A,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Angelman syndrome-like,CN128785,,CDKL5,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
ANKRD1-related dilated cardiomyopathy,CN119551,,ANKRD1,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Anxiety,C0003467,607834,SLC6A4,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Arrhythmogenic cardiomyopathy with variable ectodermal abnormalities,C5882696,620519,PPP1R13L,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,C1854063,605676,DSP,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Arrhythmogenic right ventricular cardiomyopathy,C0349788,,DES;DSC2;DSG2;DSP;JUP;PKP2;PLN;TMEM43,8,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Arthrogryposis multiplex congenita 1, neurogenic, with myelin defect",C4479539,617468,LGI4,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Arthrogryposis, Perthes disease, and upward gaze palsy",C3280309,614262,NEK9,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome,C4014821,615960,LAMA1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Ataxia - oculomotor apraxia type 4,C4225397,616267,PNKP,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Ataxia with oculomotor apraxia type 3,C3554690,615217,PIK3R5,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia",C1859598,208920,APTX,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Ataxia, intention tremor, and hypotonia syndrome, childhood-onset",C5543478,619352,POU4F1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Ataxia-hypogonadism-choroidal dystrophy syndrome,C1859093,215470,PNPLA6,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Ataxia-pancytopenia syndrome,C1327919,159550,SAMD9L,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Ataxia-telangiectasia syndrome,C0004135,208900,ATM,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Ataxia-telangiectasia-like disorder 1,C4012790,604391,MRE11,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Ataxia-telangiectasia-like disorder 2,C4014676,615919,PCNA,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Atrial fibrillation,C0004238,,,0,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 10",C3151464,614022,SCN5A,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 11",C3279693,614049,GJA5,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 12",C3279695,614050,ABCC9,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 13",C3809311,615377,SCN1B,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 14",C3809312,615378,SCN2B,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 15",C4014269,615770,NUP155,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 18",C4310636,617280,MYL4,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 3",C1837014,607554,KCNQ1,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 4",C1862394,611493,KCNE2,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 6",C2677294,612201,NPPA,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 7",C2677106,612240,KCNA5,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 8",C2751607,613055,ZFHX3,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Atrial fibrillation, familial, 9",C3151431,613980,KCNJ2,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Attention deficit hyperactivity disorder,C1263846,,,0,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Attention deficit-hyperactivity disorder 8,C5677018,619957,CDH2,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Attention deficit-hyperactivity disorder, susceptibility to, 7",C2751802,613003,TPH2,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Atypical glycine encephalopathy,C4310943,617301,SLC6A9,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Auditory neuropathy, autosomal dominant 2",C5830542,620384,ATP11A,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Auditory neuropathy, autosomal dominant 3",C5676964,619832,TMEM43,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Auditory neuropathy-optic atrophy syndrome,C4521678,617717,FDXR,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autism,C0004352,209850,NLGN3;NLGN4X;SNRPN,3,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autism spectrum disorder,C1510586,,PTCHD1;RPL10;SHANK2,3,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autism spectrum disorder - epilepsy - arthrogryposis syndrome,C3809910,615553,SLC35A3,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autism spectrum disorder due to AUTS2 deficiency,C4014435,615834,AUTS2,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autism, susceptibility to, 15",C2677504,612100,CNTNAP2,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autism, susceptibility to, 16",C3150677,613410,SLC9A9,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autism, susceptibility to, 17",C3150693,613436,SHANK2,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autism, susceptibility to, 19",C3554495,615091,EIF4E,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autism, susceptibility to, 20",C5394226,618830,NLGN1,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autism, susceptibility to, X-linked 1",C1845540,300425,NLGN3,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autism, susceptibility to, X-linked 2",C1845539,300495,NLGN4X,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autism, susceptibility to, X-linked 3",C1845336,300496,MECP2,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autism, susceptibility to, X-linked 4",C0795888,300830,PTCHD1,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autism, susceptibility to, X-linked 5",C3275438,300847,RPL10,1,PENDING_R2,PENDING_R2,psych,false,primary psych -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant auditory neuropathy 1,C1836743,609129,DIAPH3,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autosomal dominant cerebellar ataxia, deafness and narcolepsy",C4302668,604121,DNMT1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant Charcot-Marie-Tooth disease type 2W,C5567486,616625,HARS1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,C4225396,616268,KAT6A,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant nocturnal frontal lobe epilepsy 1,C1838049,600513,CHRNA4,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant nocturnal frontal lobe epilepsy 3,C1854335,605375,CHRNB2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant nocturnal frontal lobe epilepsy 4,C1835905,610353,CHRNA2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant nocturnal frontal lobe epilepsy 5,C3554306,615005,KCNT1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant Parkinson disease 1,C1868595,168601,SNCA,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant Parkinson disease 4,C1854182,605543,SNCA,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant Parkinson disease 8,C1846862,607060,LRRK2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant sensory ataxia 1,C1837015,608984,RNF170,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal dominant striatal neurodegeneration type 1,C4310808,609161,PDE8B,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive ataxia due to ubiquinone deficiency,C2677589,612016,COQ8A,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Autosomal recessive ataxia, Beauce type",C1853116,610743,SYNE1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive axonal neuropathy with neuromyotonia,C5700127,137200,HINT1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive cerebellar ataxia-saccadic intrusion syndrome,C1846492,607317,VPS13D,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive complex spastic paraplegia type 9B,C5568980,616586,ALDH18A1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive DOPA responsive dystonia,C2673535,605407,TH,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive early-onset Parkinson disease 23,C4225186,616840,VPS13C,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive early-onset Parkinson disease 6,C1853833,605909,PINK1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive early-onset Parkinson disease 7,C1853445,606324,PARK7,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive juvenile Parkinson disease 2,C1868675,600116,PRKN,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive Parkinson disease 14,C2751842,612953,PLA2G6,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spastic paraplegia type 70,C4749431,620323,MARS1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spastic paraplegia type 76,C5567483,616907,CAPN1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spastic paraplegia type 78,C5567893,617225,ATP13A2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 10,C3150998,613728,ANO10,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 11,C5190803,614229,SYT14,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 12,C3280452,614322,WWOX,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 13,C3553816,614831,GRM1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 14,C4706415,615386,SPTBN2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 15,C3810326,615705,RUBCN,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 16,C5190574,615768,STUB1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 17,C4015301,616127,CWF19L1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 18,C4015505,616204,GRID2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 2,C1859298,213200,PMPCA,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 20,C5190595,616354,SNX14,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Autosomal recessive spinocerebellar ataxia 7,C1836474,609270,TPP1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Band heterotopia of brain,C4284594,600348,EML1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Benign familial infantile epilepsy,C5575231,,,0,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Benign hereditary chorea,C0393584,118700,NKX2-1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Benign neonatal seizures,C0220669,,,0,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Benign paroxysmal tonic upgaze of childhood with ataxia,C1868576,168885,DAGLA,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Blepharophimosis - intellectual disability syndrome, MKB type",C3698541,300895,MED12,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Blepharophimosis - intellectual disability syndrome, SBBYS type",C1863557,603736,KAT6B,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Brain abnormalities, neurodegeneration, and dysosteosclerosis",C5193117,618476,CSF1R,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brain dopamine-serotonin vesicular transport disease,C4303546,618049,SLC18A2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brain malformation renal syndrome,C5975390,620943,EXOC3L2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brain malformations with or without urinary tract defects,C4478940,613735,NFIA,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brain small vessel disease 1 with or without ocular anomalies,C4755307,175780,COL4A1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Brain small vessel disease 2A, autosomal dominant",C3280970,614483,COL4A2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
"Brain small vessel disease 2B, autosomal recessive",C6065929,621414,COL4A2,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brain small vessel disease 3,C5193053,618360,COLGALT1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brain small vessel disease 4,C6065902,621313,NIT1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brain small vessel disease 5 with osteoporosis,C6065905,621331,ARHGEF15,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brain small vessel disease 6 with leukoencephalopathy,CN380099,621394,CTSA,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brain-lung-thyroid syndrome,C1970269,610978,NKX2-1,1,PENDING_R2,PENDING_R2,neuro,false,primary neuro -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brugada syndrome,C1142166,,,0,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brugada syndrome 1,C4551804,601144,SCN5A,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brugada syndrome 2,C2673193,611777,GPD1L,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brugada syndrome 3,C2678478,611875,CACNA1C,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brugada syndrome 4,C2678477,611876,CACNB2,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brugada syndrome 5,C2748541,612838,SCN1B,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brugada syndrome 6,C2751089,613119,KCNE3,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brugada syndrome 7,C2751088,613120,SCN3B,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
Brugada syndrome 8,C2751083,613123,HCN4,1,PENDING_R2,PENDING_R2,cardiac,false,primary cardiac -> sibling (neuro/mind),clinvar:gene_condition_source_id:2026-06-17
